"fdc_id","data_type","description","food_category_id","publication_date"
"2343523","survey_fndds_food","Strudel, berry","","2022-10-28"
"2343524","survey_fndds_food","Strudel, cherry","","2022-10-28"
"2343525","survey_fndds_food","Strudel, cheese","","2022-10-28"
"2343526","survey_fndds_food","Strudel, peach","","2022-10-28"
"2343527","survey_fndds_food","Baklava","","2022-10-28"
"2343528","survey_fndds_food","Basbousa","","2022-10-28"
"2343529","survey_fndds_food","Turnover, fruit","","2022-10-28"
"2343530","survey_fndds_food","Pastry, fruit-filled","","2022-10-28"
"2343531","survey_fndds_food","Pastry, made with bean or lotus seed paste filling, baked","","2022-10-28"
"2343532","survey_fndds_food","Pastry, made with bean paste and salted egg yolk filling, baked","","2022-10-28"
"2343533","survey_fndds_food","Pastry, Chinese, made with rice flour","","2022-10-28"
"2343534","survey_fndds_food","Pastry, cookie type, fried","","2022-10-28"
"2343535","survey_fndds_food","Pastry, Italian, with cheese","","2022-10-28"
"2343536","survey_fndds_food","Pastry, puff","","2022-10-28"
"2343537","survey_fndds_food","Pastry, puff, custard or cream filled, iced or not iced","","2022-10-28"
"2343538","survey_fndds_food","Cheese pastry puffs","","2022-10-28"
"2343539","survey_fndds_food","Pastry, mainly flour and water, fried","","2022-10-28"
"2343540","survey_fndds_food","Empanada, fruit","","2022-10-28"
"2343541","survey_fndds_food","Breakfast pastry, NFS","","2022-10-28"
"2343542","survey_fndds_food","Danish pastry, plain or spice","","2022-10-28"
"2343543","survey_fndds_food","Danish pastry, with fruit","","2022-10-28"
"2343544","survey_fndds_food","Danish pastry, with cheese","","2022-10-28"
"2343545","survey_fndds_food","Doughnut, NFS","","2022-10-28"
"2343546","survey_fndds_food","Doughnut, cake type, plain","","2022-10-28"
"2343547","survey_fndds_food","Doughnut, chocolate","","2022-10-28"
"2343548","survey_fndds_food","Doughnut, cake type, powdered sugar","","2022-10-28"
"2343549","survey_fndds_food","Doughnut, cake type, with icing","","2022-10-28"
"2343550","survey_fndds_food","Doughnut, cake type, chocolate icing","","2022-10-28"
"2343551","survey_fndds_food","Doughnut, chocolate, with chocolate icing","","2022-10-28"
"2343552","survey_fndds_food","Doughnut holes","","2022-10-28"
"2343553","survey_fndds_food","Churros","","2022-10-28"
"2343554","survey_fndds_food","Beignet","","2022-10-28"
"2343555","survey_fndds_food","Doughnut, yeast type","","2022-10-28"
"2343556","survey_fndds_food","Doughnut, yeast type, with chocolate icing","","2022-10-28"
"2343557","survey_fndds_food","Doughnut, jelly","","2022-10-28"
"2343558","survey_fndds_food","Doughnut, custard-filled","","2022-10-28"
"2343559","survey_fndds_food","Doughnut, custard-filled, with icing","","2022-10-28"
"2343560","survey_fndds_food","Breakfast tart","","2022-10-28"
"2343561","survey_fndds_food","Breakfast tart, lowfat","","2022-10-28"
"2343562","survey_fndds_food","Coffee cake, crumb or quick-bread type","","2022-10-28"
"2343563","survey_fndds_food","Coffee cake, crumb or quick-bread type, with fruit","","2022-10-28"
"2343564","survey_fndds_food","Coffee cake, crumb or quick-bread type, cheese-filled","","2022-10-28"
"2343565","survey_fndds_food","Cereal or granola bar (General Mills Fiber One Chewy Bar)","","2022-10-28"
"2343566","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)","","2022-10-28"
"2343567","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)","","2022-10-28"
"2343568","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)","","2022-10-28"
"2343569","survey_fndds_food","Milk 'n Cereal bar","","2022-10-28"
"2343570","survey_fndds_food","Cereal or granola bar (Kellogg's Special K bar)","","2022-10-28"
"2343571","survey_fndds_food","Cereal or granola bar (Kashi Chewy)","","2022-10-28"
"2343572","survey_fndds_food","Cereal or granola bar (Kashi Crunchy)","","2022-10-28"
"2343573","survey_fndds_food","Cereal or granola bar (KIND Fruit and Nut Bar)","","2022-10-28"
"2343574","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)","","2022-10-28"
"2343575","survey_fndds_food","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)","","2022-10-28"
"2343576","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)","","2022-10-28"
"2343577","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)","","2022-10-28"
"2343578","survey_fndds_food","Cereal or granola bar (Quaker Chewy Granola Bar)","","2022-10-28"
"2343579","survey_fndds_food","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)","","2022-10-28"
"2343580","survey_fndds_food","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)","","2022-10-28"
"2343581","survey_fndds_food","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)","","2022-10-28"
"2343582","survey_fndds_food","Cereal or granola bar (Quaker Granola Bites)","","2022-10-28"
"2343583","survey_fndds_food","Snack bar, oatmeal","","2022-10-28"
"2343584","survey_fndds_food","Cereal or Granola bar, NFS","","2022-10-28"
"2343585","survey_fndds_food","Cereal or granola bar, lowfat, NFS","","2022-10-28"
"2343586","survey_fndds_food","Cereal or granola bar, nonfat","","2022-10-28"
"2343587","survey_fndds_food","Cereal or granola bar, reduced sugar, NFS","","2022-10-28"
"2343588","survey_fndds_food","Cereal or granola bar, fruit and nut","","2022-10-28"
"2343589","survey_fndds_food","Cereal or granola bar, peanuts , oats, sugar, wheat germ","","2022-10-28"
"2343590","survey_fndds_food","Cereal or granola bar, chocolate coated, NFS","","2022-10-28"
"2343591","survey_fndds_food","Cereal or granola bar, with coconut, chocolate coated","","2022-10-28"
"2343592","survey_fndds_food","Cereal or granola bar with nuts, chocolate coated","","2022-10-28"
"2343593","survey_fndds_food","Cereal or granola bar, oats, nuts, coated with non-chocolate coating","","2022-10-28"
"2343594","survey_fndds_food","Cereal or granola bar, coated with non-chocolate coating","","2022-10-28"
"2343595","survey_fndds_food","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating","","2022-10-28"
"2343596","survey_fndds_food","Cereal or granola bar, with rice cereal","","2022-10-28"
"2343597","survey_fndds_food","Breakfast bar, NFS","","2022-10-28"
"2343598","survey_fndds_food","Breakfast bar, date, with yogurt coating","","2022-10-28"
"2343599","survey_fndds_food","Breakfast bar, cereal crust with fruit filling, lowfat","","2022-10-28"
"2343600","survey_fndds_food","Nutrition bar (Balance Original Bar)","","2022-10-28"
"2343601","survey_fndds_food","Nutrition bar (Clif Bar)","","2022-10-28"
"2343602","survey_fndds_food","Nutrition bar (Clif Kids Organic Zbar)","","2022-10-28"
"2343603","survey_fndds_food","Nutrition bar (PowerBar)","","2022-10-28"
"2343604","survey_fndds_food","Nutrition bar (Slim Fast Original Meal Bar)","","2022-10-28"
"2343605","survey_fndds_food","Nutrition bar (Snickers Marathon Protein Bar)","","2022-10-28"
"2343606","survey_fndds_food","Nutrition bar (South Beach Living Meal Bar)","","2022-10-28"
"2343607","survey_fndds_food","Nutrition bar (South Beach Living High Protein Bar)","","2022-10-28"
"2343608","survey_fndds_food","Nutrition bar (Tiger's Milk)","","2022-10-28"
"2343609","survey_fndds_food","Nutrition bar (Zone Perfect Classic Crunch)","","2022-10-28"
"2343610","survey_fndds_food","Nutrition bar or meal replacement bar, NFS","","2022-10-28"
"2343611","survey_fndds_food","Baby Toddler snack, NFS","","2022-10-28"
"2343612","survey_fndds_food","Baby Toddler bar","","2022-10-28"
"2343613","survey_fndds_food","Baby Toddler cookie","","2022-10-28"
"2343614","survey_fndds_food","Baby Toddler biscuit","","2022-10-28"
"2343615","survey_fndds_food","Crackers, NFS","","2022-10-28"
"2343616","survey_fndds_food","Graham crackers","","2022-10-28"
"2343617","survey_fndds_food","Graham crackers (Teddy Grahams)","","2022-10-28"
"2343618","survey_fndds_food","Graham crackers, chocolate covered","","2022-10-28"
"2343619","survey_fndds_food","Crackers, oatmeal","","2022-10-28"
"2343620","survey_fndds_food","Crackers, Cuban","","2022-10-28"
"2343621","survey_fndds_food","Graham crackers, reduced fat","","2022-10-28"
"2343622","survey_fndds_food","Graham crackers, sandwich, with filling","","2022-10-28"
"2343623","survey_fndds_food","Crackers, breakfast biscuit","","2022-10-28"
"2343624","survey_fndds_food","Crackers, butter, reduced sodium","","2022-10-28"
"2343625","survey_fndds_food","Crackers, matzo, reduced sodium","","2022-10-28"
"2343626","survey_fndds_food","Crackers, saltine, reduced sodium","","2022-10-28"
"2343627","survey_fndds_food","Crackers, wheat, reduced sodium","","2022-10-28"
"2343628","survey_fndds_food","Crackers, woven wheat, reduced sodium","","2022-10-28"
"2343629","survey_fndds_food","Crackers, butter, plain","","2022-10-28"
"2343630","survey_fndds_food","Crackers, butter, flavored","","2022-10-28"
"2343631","survey_fndds_food","Crackers, butter (Ritz)","","2022-10-28"
"2343632","survey_fndds_food","Crackers, butter, reduced fat","","2022-10-28"
"2343633","survey_fndds_food","Crackers, cheese","","2022-10-28"
"2343634","survey_fndds_food","Crackers, cheese (Cheez-It)","","2022-10-28"
"2343635","survey_fndds_food","Crackers, cheese (Goldfish)","","2022-10-28"
"2343636","survey_fndds_food","Crackers, cheese, reduced fat","","2022-10-28"
"2343637","survey_fndds_food","Crackers, cheese, reduced sodium","","2022-10-28"
"2343638","survey_fndds_food","Crackers, cheese, whole grain","","2022-10-28"
"2343639","survey_fndds_food","Crackers, crispbread","","2022-10-28"
"2343640","survey_fndds_food","Crackers, flatbread","","2022-10-28"
"2343641","survey_fndds_food","Crackers, matzo","","2022-10-28"
"2343642","survey_fndds_food","Crackers, milk","","2022-10-28"
"2343643","survey_fndds_food","Crackers, oyster","","2022-10-28"
"2343644","survey_fndds_food","Chips, rice","","2022-10-28"
"2343645","survey_fndds_food","Rice cake","","2022-10-28"
"2343646","survey_fndds_food","Crackers, rice","","2022-10-28"
"2343647","survey_fndds_food","Crackers, rice and nuts","","2022-10-28"
"2343648","survey_fndds_food","Popcorn cake","","2022-10-28"
"2343649","survey_fndds_food","Rice paper","","2022-10-28"
"2343650","survey_fndds_food","Crackers, saltine","","2022-10-28"
"2343651","survey_fndds_food","Crackers, saltine, reduced fat","","2022-10-28"
"2343652","survey_fndds_food","Crackers, saltine, multigrain","","2022-10-28"
"2343653","survey_fndds_food","Crackers, multigrain","","2022-10-28"
"2343654","survey_fndds_food","Crackers, sandwich","","2022-10-28"
"2343655","survey_fndds_food","Crackers, sandwich, peanut butter filled","","2022-10-28"
"2343656","survey_fndds_food","Crackers, sandwich, peanut butter filled (Ritz)","","2022-10-28"
"2343657","survey_fndds_food","Crackers, sandwich, reduced fat, peanut butter filled","","2022-10-28"
"2343658","survey_fndds_food","Crackers, whole grain, sandwich, peanut butter filled","","2022-10-28"
"2343659","survey_fndds_food","Crackers, sandwich, cheese filled","","2022-10-28"
"2343660","survey_fndds_food","Crackers, sandwich, cheese filled (Ritz)","","2022-10-28"
"2343661","survey_fndds_food","Crackers, water","","2022-10-28"
"2343662","survey_fndds_food","Crackers, wonton","","2022-10-28"
"2343663","survey_fndds_food","Crackers, woven wheat","","2022-10-28"
"2343664","survey_fndds_food","Crackers, woven wheat, plain (Triscuit)","","2022-10-28"
"2343665","survey_fndds_food","Crackers, woven wheat, flavored (Triscuit)","","2022-10-28"
"2343666","survey_fndds_food","Crackers, woven wheat, reduced fat","","2022-10-28"
"2343667","survey_fndds_food","Crackers, wheat","","2022-10-28"
"2343668","survey_fndds_food","Crackers, wheat, plain (Wheat Thins)","","2022-10-28"
"2343669","survey_fndds_food","Crackers, wheat, flavored (Wheat Thins)","","2022-10-28"
"2343670","survey_fndds_food","Crackers, wheat, reduced fat","","2022-10-28"
"2343671","survey_fndds_food","Crackers, gluten free, plain","","2022-10-28"
"2343672","survey_fndds_food","Crackers, gluten free, flavored","","2022-10-28"
"2343673","survey_fndds_food","Baby Toddler crackers","","2022-10-28"
"2343674","survey_fndds_food","Baby Toddler puffs, fruit","","2022-10-28"
"2343675","survey_fndds_food","Baby Toddler puffs, vegetable","","2022-10-28"
"2343676","survey_fndds_food","Baby Toddler crunchies","","2022-10-28"
"2343677","survey_fndds_food","Baby Toddler wheels","","2022-10-28"
"2343678","survey_fndds_food","Corn nuts","","2022-10-28"
"2343679","survey_fndds_food","Corn chips, plain","","2022-10-28"
"2343680","survey_fndds_food","Corn chips, flavored","","2022-10-28"
"2343681","survey_fndds_food","Corn chips, plain (Fritos)","","2022-10-28"
"2343682","survey_fndds_food","Corn chips, flavored (Fritos)","","2022-10-28"
"2343683","survey_fndds_food","Cheese flavored corn snacks","","2022-10-28"
"2343684","survey_fndds_food","Cheese flavored corn snacks, reduced fat","","2022-10-28"
"2343685","survey_fndds_food","Tortilla chips, plain","","2022-10-28"
"2343686","survey_fndds_food","Cheese flavored corn snacks (Cheetos)","","2022-10-28"
"2343687","survey_fndds_food","Tortilla chips, flavored","","2022-10-28"
"2343688","survey_fndds_food","Corn chips, reduced sodium","","2022-10-28"
"2343689","survey_fndds_food","Tortilla chips, nacho cheese flavor (Doritos)","","2022-10-28"
"2343690","survey_fndds_food","Tortilla chips, cool ranch flavor (Doritos)","","2022-10-28"
"2343691","survey_fndds_food","Tortilla chips, other flavors (Doritos)","","2022-10-28"
"2343692","survey_fndds_food","Tortilla chips, reduced fat, plain","","2022-10-28"
"2343693","survey_fndds_food","Tortilla chips, reduced fat, flavored","","2022-10-28"
"2343694","survey_fndds_food","Tortilla chips, low fat, unsalted","","2022-10-28"
"2343695","survey_fndds_food","Tortilla chips, reduced sodium","","2022-10-28"
"2343696","survey_fndds_food","Snack mix","","2022-10-28"
"2343697","survey_fndds_food","Potato chips, restructured, multigrain","","2022-10-28"
"2343698","survey_fndds_food","Pita chips","","2022-10-28"
"2343699","survey_fndds_food","Popcorn, NFS","","2022-10-28"
"2343700","survey_fndds_food","Popcorn, movie theater, with added butter","","2022-10-28"
"2343701","survey_fndds_food","Popcorn, movie theater, no butter added","","2022-10-28"
"2343702","survey_fndds_food","Popcorn, air-popped, no butter added","","2022-10-28"
"2343703","survey_fndds_food","Popcorn, air-popped, with added butter","","2022-10-28"
"2343704","survey_fndds_food","Popcorn, popped in oil, no butter added","","2022-10-28"
"2343705","survey_fndds_food","Popcorn, popped in oil, with added butter","","2022-10-28"
"2343706","survey_fndds_food","Popcorn, microwave, NFS","","2022-10-28"
"2343707","survey_fndds_food","Popcorn, microwave, plain","","2022-10-28"
"2343708","survey_fndds_food","Popcorn, microwave, plain, light","","2022-10-28"
"2343709","survey_fndds_food","Popcorn, microwave, low sodium","","2022-10-28"
"2343710","survey_fndds_food","Popcorn, microwave, butter flavored","","2022-10-28"
"2343711","survey_fndds_food","Popcorn, microwave, flavored, light","","2022-10-28"
"2343712","survey_fndds_food","Popcorn, microwave, cheese flavored","","2022-10-28"
"2343713","survey_fndds_food","Popcorn, microwave, kettle","","2022-10-28"
"2343714","survey_fndds_food","Popcorn, ready-to-eat, NFS","","2022-10-28"
"2343715","survey_fndds_food","Popcorn, ready-to-eat, plain","","2022-10-28"
"2343716","survey_fndds_food","Popcorn, ready-to-eat, plain, light","","2022-10-28"
"2343717","survey_fndds_food","Popcorn, ready-to-eat, low sodium","","2022-10-28"
"2343718","survey_fndds_food","Popcorn, ready-to-eat, butter flavored","","2022-10-28"
"2343719","survey_fndds_food","Popcorn, ready-to-eat, cheese flavored","","2022-10-28"
"2343720","survey_fndds_food","Popcorn, ready-to-eat, flavored, light","","2022-10-28"
"2343721","survey_fndds_food","Popcorn, ready-to-eat, kettle","","2022-10-28"
"2343722","survey_fndds_food","Popcorn, caramel coated","","2022-10-28"
"2343723","survey_fndds_food","Popcorn, caramel coated, with nuts","","2022-10-28"
